ID,comp1,GroupContrib,importance,mz,RT,Corr_ID,Compound_Name,Compound_Name_2
2390,1.6528694793314742,High,0.072000125,761.5012904520771,7.09139,NA,NA,NA
2177,1.6212850915554256,High,0.070624288,325.23474714911043,6.5202456,NA,NA,NA
967,1.6102821038206165,Low,-0.07014499,460.2704410324588,3.7044895,NA,NA,NA
2534,1.609062597213801,High,0.070091868,555.3862122911567,7.4776206,NA,NA,NA
2792,1.5995935313971248,High,0.069679389,733.5429739441015,8.447081,NA,NA,NA
2109,1.588766500107846,Low,-0.069207756,526.3946514178751,6.3084507,NA,NA,NA
2250,1.586060749447065,High,0.069089891,223.14516228518875,6.658225,NA,NA,NA
1937,1.5782143329977205,Low,-0.068748096,258.27888596861413,5.6012297,NA,NA,NA
2161,1.5762241473021872,High,0.068661402,209.6273438085433,6.5110025,NA,NA,NA
2744,1.5682287479148755,Low,-0.068313117,499.3964904403272,8.208027,NA,NA,NA
2740,1.5636068861111767,High,0.068111786,620.4102982109918,8.212628,NA,NA,NA
1887,1.5321029367981969,Low,-0.066739452,187.10409365888933,5.4288692,NA,NA,NA
2721,1.5221145908752511,High,0.066304353,664.4365853831296,8.1720085,NA,NA,NA
2516,1.5106108303634798,Low,-0.065803241,819.5429741710298,7.3695283,NA,NA,NA
2774,1.5028499526227166,High,0.065465172,488.3316878775467,8.337049,NA,NA,NA
2385,1.5012585029318382,Low,-0.065395848,398.2323378,7.076775,NA,302776-68-7,302776-68-7
2277,1.4952834847131304,High,0.065135572,348.24182739419695,6.7463574,NA,NA,NA
1754,1.4714168404980705,Low,-0.064095924,223.1148048743375,5.218409,NA,NA,NA
357,1.4484232291105612,Low,-0.063094307,377.19652226198514,2.9783773,NA,NA,NA
2077,1.4316992960822348,Low,-0.062365801,481.21421758093607,6.1565356,NA,NA,NA
593,1.4280963304165908,Low,-0.062208853,467.3010166352474,3.3577812,NA,NA,NA
2105,1.4139813112521238,Low,-0.061593993,570.4203879616047,6.298773,NA,NA,NA
2528,1.4115809013378995,High,0.06148943,643.4386950187376,7.436851,NA,NA,NA
270,1.4112969159766546,Low,-0.061477059,333.1702794094533,2.8385506,NA,NA,NA
2789,1.4081928749014847,High,0.061341845,777.5690996522713,8.425233,NA,NA,NA
2350,1.401121617323677,Low,-0.061033816,399.3078994619731,6.923893,NA,NA,NA
2171,1.3957042347093342,High,0.060797831,645.4180932312786,6.511548,NA,NA,NA
358,1.3919476397907038,Low,-0.060634192,731.4032751,2.9775605,NA,NA,NA
2245,1.3874962242930526,High,0.060440285,473.3445231485789,6.64513,0,NA,NA
279,1.3836027414386074,Low,-0.060270682,322.1787389927396,2.839588,NA,NA,NA
1747,1.3782430024552463,Low,-0.060037208,205.10392600023783,5.2165613,NA,NA,NA
2297,1.3782238698593465,High,0.060036375,679.5112723312471,6.7664294,NA,NA,NA
2264,1.368457176465867,High,0.059610931,340.3934233366102,6.6892076,NA,NA,NA
2656,1.3452895172644292,Low,-0.058601732,705.5115795790632,7.8647594,NA,NA,NA
391,1.3444009861771404,Low,-0.058563027,399.20960280245697,3.0396154,NA,NA,NA
2590,1.3371468458932472,Low,-0.058247031,865.58517993472606,7.671508,NA,NA,NA
2104,1.333968000908883,Low,-0.058108559,614.4468469874033,6.2890806,NA,NA,NA
1886,1.3292248832994815,Low,-0.057901945,515.4051503209561,5.427411,NA,NA,NA
1553,1.3269957471939382,Low,-0.057804843,301.28474094495164,4.687499,NA,NA,NA
2001,1.3234888861576852,Low,-0.057652081,228.1248463228668,5.859361,NA,NA,NA
2527,1.3211479729855566,Low,-0.05755011,731.4907171804269,7.4067674,NA,NA,NA
2354,1.3075744356700196,Low,-0.056958837,355.2822747688957,6.925827,NA,NA,NA
1921,1.285691015068127,Low,-0.05600558,374.3264349011609,5.5201163,NA,NA,NA
2732,1.2847240729242533,High,0.05596346,642.4235938098598,8.19168,NA,NA,NA
1994,1.2835134717098322,Low,-0.055910725,380.2406152388937,5.858774,NA,NA,NA
1944,1.2771269833423773,Low,-0.055632525,459.2940625746687,5.6276627,NA,NA,NA
359,1.2724405390854274,Low,-0.05542838,366.2051659584511,2.9785178,NA,NA,NA
278,1.2719210504055534,Low,-0.055405751,311.18805504280294,2.8393981,NA,NA,NA
2239,1.2709568734536907,High,0.055363751,267.1716318665738,6.6332083,NA,NA,NA
269,1.2682487493195989,Low,-0.055245783,330.16169825455165,2.8376803,NA,NA,NA
310,1.266718019500167,Low,-0.055179104,355.1834894792124,2.9108894,NA,NA,NA
2236,1.2653934701333358,High,0.055121405,517.3707022047283,6.632471,0,NA,NA
1011,1.2619968759913618,Low,-0.054973447,272.16426102665247,3.7418509,NA,"""related spectra of 'Massbank:AU267102 Diphenhydramine|2-benzhydryloxy-N,N-dimethylethanamine (Delta Mass:15.995)'""","Diphenhydramine|2-benzhydryloxy-N,N-dimethylethanamine"
2399,1.2609952311766466,High,0.054929815,624.4675724993317,7.1484947,NA,NA,NA
215,1.2497670808043546,High,0.054440709,239.08900674269964,2.730929,NA,NA,NA
264,1.2426681162047404,Low,-0.054131473,467.2285660859754,2.8137202,NA,NA,NA
2103,1.2401003646660065,Low,-0.05401962,597.4202393009784,6.2900877,NA,NA,NA
2214,1.2385115668799973,High,0.053950411,333.21100413700265,6.591557,NA,NA,NA
45,1.2326152188074389,High,0.053693562,195.08771980840527,2.1768675,NA,NA,NA
1478,1.2270067830178444,High,0.053449255,302.26872733604915,4.5562797,NA,NA,NA
171,1.220485727462049,Low,-0.053165193,334.2220214,2.6115513,NA,NA,NA
2160,1.2200236360835202,High,0.053145064,303.2526331209979,6.508969,NA,Spectral Match to Glycerol 1-myristate from NIST14,Glycerol 1-myristate
2202,1.2188056055674006,High,0.053092006,469.3133321589065,6.5597954,NA,NA,NA
2248,1.209865875925658,High,0.052702585,245.1585560101133,6.6466646,NA,NA,NA
2409,1.2047974993655328,High,0.052481803379032695,331.2843764,7.194044,NA,Ceratodictyol,Ceratodictyol
2130,1.2015084537125866,Low,-0.05233853,308.2560606104674,6.431341,NA,NA,NA
2406,1.1939688145782172,High,0.052010098,580.4415968779998,7.170776,NA,NA,NA
2632,1.193734532177272,High,0.051999893,881.6164139441584,7.7796674,NA,NA,NA
2437,1.1934401021365655,Low,-0.051987067,291.1952116,7.2143993,NA,Massbank:AU250201 Octyl-methoxycinnamate|Octinoxate|2-ethylhexyl (E)-3-(4-methoxyphenyl)prop-2-enoate,Octinoxate
2584,1.1717882485980233,Low,-0.051043898,584.3819207233329,7.653538,NA,NA,NA
560,1.1662855211170795,Low,-0.050804195,369.19860785206737,3.325774,NA,NA,NA
360,1.1655220404206497,Low,-0.050770938,374.1880968,2.9779384,NA,NA,NA
2073,1.1613602711381474,Low,-0.050589648,571.4676273321697,6.1253448,NA,NA,NA
2686,1.1574871956173547,Low,-0.050420934,485.3808244723692,7.974133,NA,NA,NA
2368,1.1540471462721396,Low,-0.050271083,311.2569893636178,6.7743616,NA,NA,NA
631,1.142129293878736,Low,-0.049751933,564.3231046881523,3.4062147,NA,NA,NA
229,1.1357018121102855,Low,-0.049471948,311.1571437751355,2.758976,NA,NA,NA
1727,1.1338898175769032,High,0.049393016,337.2096872596607,5.1047673,NA,NA,NA
2228,1.122834500835536,High,0.048911439085055894,289.1846308741248,6.6190434,NA,NA,NA
1744,1.121597101834043,Low,-0.048857537,316.21146796858096,5.1920314,NA,Asp-C12:0,Asp-C12:0
2031,1.1214684130743822,Low,-0.048851931,411.1722454584858,5.998214,NA,NA,NA
1961,1.1189067163201611,Low,-0.048740342,291.24291430954946,5.690553,NA,NA,NA
2502,1.113802703221402,Low,-0.048518008,747.4850945556033,7.3331356,NA,NA,NA
2681,1.1124701843384028,Low,-0.048459962,529.4068174,7.9547853,NA,NA,NA
2215,1.111387727489901,High,0.048412809806387624,355.2241630337653,6.5786085,NA,NA,NA
1757,1.110156214,Low,-0.048359164,214.1093272979189,5.216783,NA,NA,NA
1948,1.107282594138296,Low,-0.048233987,547.3465827893158,5.6391177,NA,NA,NA
1835,1.1060491266016743,Low,-0.048180257,244.22698193329651,5.335369,NA,NA,NA
1536,1.101253665957066,Low,-0.047971363,223.0964977926939,4.6611443,NA,Spectral Match to Diethyl phthalate from NIST14,Diethyl phthalate
2178,1.0958129494580529,High,0.047734361819261176,435.2935972781244,6.525338,NA,NA,NA
1483,1.0947837323295497,Low,-0.047689528,209.17529282292688,4.5819592,NA,NA,NA
176,1.094640837221206,Low,-0.047683304,304.21155945143954,2.6269243,NA,NA,NA
2224,1.09252147,Low,-0.047590983,600.4677917370003,6.6047783,NA,Polidocanol,Polidocanol
2626,1.0913903033882362,Low,-0.047541708,684.5250700074389,7.7493563,NA,NA,NA
2526,1.0832444755387969,Low,-0.04718687,615.4061040471876,7.4149675,NA,NA,NA
2230,1.0825205879024893,High,0.047155337,561.3968638579274,6.6177874,0,NA,NA
632,1.0795785674609188,Low,-0.047027181,572.3058743897143,3.4052653,NA,NA,NA
2059,1.0766148148317016,Low,-0.046898078,402.35750177591086,6.082082,NA,NA,NA
1537,1.0763274721254967,Low,-0.046885561,285.2895794492585,4.6729445,NA,Massbank:LU071402 N-[3-(Dimethylamino)propyl]dodecanamide,N-[3-(Dimethylamino)propyl]dodecanamide
281,1.0714728061695615,Low,-0.046674089,745.3824659604468,2.8424795,NA,NA,NA
1697,1.0704601317948035,Low,-0.046629976,315.30046186344424,5.0681605,NA,NA,NA
2753,1.0586665573236487,High,0.04611624,598.3973175029073,8.234419,NA,NA,NA
1407,1.0583461896418762,Low,-0.046102284,202.21625852874763,4.3176394,NA,NA,NA
2765,1.0428886382261573,High,0.045428943,554.3711347556114,8.276271,NA,NA,NA
2468,1.0416951921749122,High,0.045376955285346805,611.4121929000684,7.284264,NA,NA,NA
1782,1.0383026574681602,High,0.045229174152392866,597.4807494,5.234289,NA,NA,NA
2404,1.0228783754488868,Low,-0.044557282,278.2115409635134,7.168102,NA,Massbank:LU101703 2-Ethylhexyl 4-(dimethylamino)benzoate,2-Ethylhexyl 4-(dimethylamino)benzoate
2770,1.0209804783927012,High,0.044474608,510.34463451680085,8.315655,NA,NA,NA
2481,1.016798435424505,High,0.044292436,567.3859344330378,7.303179,NA,NA,NA
2702,1.014329339,High,0.04418488,599.4488567727026,8.030022,NA,NA,NA
2619,1.0141793409156332,Low,-0.044178346,728.5510674098323,7.725216,NA,NA,NA
2187,1.0116219762247427,High,0.044066945422856926,424.2718205214715,6.5385203,NA,NA,NA
1656,1.010639673675964,High,0.044024156,346.2952450247372,4.943995,NA,NA,NA
2391,1.0096140170045635,Low,-0.043979477,350.25802336603266,7.09976,NA,NA,NA
484,1.009390661786867,High,0.043969748,487.26186417852966,3.2421112,NA,NA,NA
2376,1.0042196417366305,Low,-0.043744495,510.4001875905709,6.9821973,NA,NA,NA
273,1.0020564538052117,Low,-0.043650265,638.3956731957273,2.837783,NA,NA,NA
2139,1.0002282403164993,Low,-0.043570626,286.2738469,6.429565,NA,NA,NA
