ID,comp1,GroupContrib,importance,mz,RT,Corr_ID,Compound_Name
2744,1.3661321367364794,Low,-0.059509650565957056,499.3964904403272,8.208027,NA,NA
264,1.3577627352188084,Low,-0.059145073709612396,467.2285660859754,2.8137202,NA,NA
2527,1.3511398194181763,Low,-0.05885657496602461,731.4907171804269,7.4067674,NA,NA
2528,1.3403173460359583,High,0.05838514062090065,643.4386950187376,7.436851,NA,NA
2297,1.3292466021204434,High,0.05790289144148283,679.5112723312471,6.7664294,NA,NA
229,1.3290721457472332,Low,-0.057895292002505025,311.1571437751355,2.758976,NA,NA
278,1.3280489908215063,Low,-0.057850722673911156,311.18805504280294,2.8393981,NA,NA
360,1.3166418743237922,Low,-0.057353820874671016,374.188096829322,2.9779384,NA,NA
2202,1.3163384329548713,High,0.057340602761030215,469.3133321589065,6.5597954,NA,NA
215,1.3067391483170865,High,0.05692245135450348,239.08900674269964,2.730929,NA,NA
1747,1.30631329319893,Low,-0.056903900814192096,205.10392600023783,5.2165613,NA,NA
2626,1.3056359124642283,Low,-0.056874393645933455,684.5250700074389,7.7493563,NA,NA
1961,1.298082986635564,Low,-0.05654538302922391,291.24291430954946,5.690553,NA,NA
2399,1.2891936824738652,High,0.05615815885799482,624.4675724993317,7.1484947,NA,NA
2619,1.2857124018517063,Low,-0.056006511892246966,728.5510674098323,7.725216,NA,NA
1994,1.2822167344528523,Low,-0.05585423822866303,380.2406152388937,5.858774,NA,NA
2001,1.2807922141984232,Low,-0.055792185151742,228.1248463228668,5.859361,NA,NA
2160,1.279462357689546,High,0.05573425569234491,303.2526331209979,6.508969,NA,Spectral Match to Glycerol 1-myristate from NIST14
2264,1.273647564225505,High,0.05548095931064574,340.3934233366102,6.6892076,NA,NA
1944,1.2712611029656147,Low,-0.055377003425379386,459.2940625746687,5.6276627,NA,NA
2584,1.2557370870001348,Low,-0.05470076666859468,584.3819207233329,7.653538,NA,NA
2245,1.255370451265528,High,0.05468479576514783,473.3445231485789,6.64513,0,NA
45,1.2428485466942838,High,0.05413933303470132,195.08771980840527,2.1768675,NA,NA
1407,1.2380773150170987,Low,-0.05393149491842891,202.21625852874763,4.3176394,NA,NA
2789,1.221064213262598,High,0.053190392565861465,777.5690996522713,8.425233,NA,NA
2468,1.213186090639609,High,0.05284721615429574,611.4121929000684,7.284264,NA,NA
632,1.2124407303044018,Low,-0.05281474774812834,572.3058743897143,3.4052653,NA,NA
2656,1.2056550295796717,Low,-0.052519157981871525,705.5115795790632,7.8647594,NA,NA
2406,1.2050782176190247,High,0.05249403165821855,580.4415968779998,7.170776,NA,NA
2178,1.2048106342792568,High,0.05248237554486125,435.2935972781244,6.525338,NA,NA
231,1.1812764769007202,Low,-0.05145721154768994,308.1485485662586,2.760279,NA,NA
1536,1.1784678148286578,Low,-0.051334864306181095,223.0964977926939,4.6611443,NA,Spectral Match to Diethyl phthalate from NIST14
2566,1.1736082595712698,Low,-0.05112317875432521,628.4079561213778,7.614614,NA,NA
1697,1.1728770996227813,Low,-0.051091328926719,315.30046186344424,5.0681605,NA,NA
2753,1.1660869538262622,High,0.05079554553009379,598.3973175029073,8.234419,NA,NA
1835,1.1593171102793858,Low,-0.050500646513353564,244.22698193329651,5.335369,NA,NA
2073,1.1583825881397327,Low,-0.05045993808956247,571.4676273321697,6.1253448,NA,NA
484,1.1563353447413216,High,0.05037075876643056,487.26186417852966,3.2421112,NA,NA
560,1.1535562385552798,Low,-0.050249698999538524,369.19860785206737,3.325774,NA,NA
2239,1.148552279047401,High,0.050031723099731765,267.1716318665738,6.6332083,NA,NA
171,1.1456642038679823,Low,-0.049905916568933076,334.222021351409,2.6115513,NA,NA
2502,1.1412775406668836,Low,-0.0497148305185957,747.4850945556033,7.3331356,NA,NA
2130,1.1400229216327131,Low,-0.049660178455073326,308.2560606104674,6.431341,NA,NA
2224,1.139661374480951,Low,-0.04964442921377674,600.4677917370003,6.6047783,NA,Polidocanol
2386,1.133080265033149,Low,-0.0493577515835216,420.2142876761584,7.077832,NA,NA
1921,1.1324363726876225,Low,-0.04932970319240775,374.3264349011609,5.5201163,NA,NA
1782,1.1257419681539846,High,0.049038090350698574,597.48074939734,5.234289,NA,NA
272,1.125602921697507,Low,-0.049032033391920644,621.369118900011,2.8380885,NA,NA
2214,1.1252596418452594,High,0.049017079886689165,333.21100413700265,6.591557,NA,NA
2103,1.1199521123146465,Low,-0.04878588026899348,597.4202393009784,6.2900877,NA,NA
2632,1.1185910410703137,High,0.04872659107436322,881.6164139441584,7.7796674,NA,NA
2436,1.1185799050501088,High,0.048726105981703974,691.3671143744733,7.214524,NA,NA
2770,1.1128740000416266,High,0.048477552855629005,510.34463451680085,8.315655,NA,NA
1744,1.1108889871922354,Low,-0.04839108433778973,316.21146796858096,5.1920314,NA,Asp-C12:0
2481,1.1051566159407238,High,0.048141378324060555,567.3859344330378,7.303179,NA,NA
1948,1.09909999704533,Low,-0.04787754786111787,547.3465827893158,5.6391177,NA,NA
631,1.098710656993248,Low,-0.04786058794206782,564.3231046881523,3.4062147,NA,NA
273,1.0921203961964991,Low,-0.047573511672791315,638.3956731957273,2.837783,NA,NA
2767,1.0896837806160986,High,0.04746737103100859,532.3579115089324,8.294944,NA,NA
2526,1.0893394592900398,Low,-0.04745237215846533,615.4061040471876,7.4149675,NA,NA
2139,1.079551248123009,Low,-0.047025990983063586,286.27384689339,6.429565,NA,NA
232,1.0794052686245104,Low,-0.047019632016231716,594.369461419197,2.7598093,NA,NA
2350,1.076178869595705,Low,-0.04687908786707701,399.3078994619731,6.923893,NA,NA
2409,1.0583688576819252,High,0.04610327156273586,331.28437636687,7.194044,NA,Ceratodictyol
2059,1.0580070297797521,Low,-0.046087510091759286,402.35750177591086,6.082082,NA,NA
429,1.0509081842803611,Low,-0.04577827952486869,785.413703022516,3.1205554,NA,NA
2248,1.0478746865060784,High,0.04564613828634149,245.1585560101133,6.6466646,NA,NA
2418,1.0416910715443177,High,0.04537677578785882,255.23166822310225,7.1918697,NA,NA
2236,1.0415832621128889,High,0.04537207953526399,517.3707022047283,6.632471,0,NA
1537,1.0406796728065886,Low,-0.045332718566857576,285.2895794492585,4.6729445,NA,Massbank:LU071402 N-[3-(Dimethylamino)propyl]dodecanamide
2215,1.0339783147205812,High,0.04504080282364965,355.2241630337653,6.5786085,NA,NA
1727,1.0337141633405458,High,0.04502929620880639,337.2096872596607,5.1047673,NA,NA
176,1.0313504243396971,Low,-0.04492633012069016,304.21155945143954,2.6269243,NA,NA
1757,1.026756571589964,Low,-0.0447262187518579,214.1093272979189,5.216783,NA,NA
2397,1.0195408336089329,High,0.04441189626849076,559.2886335836212,7.137412,NA,NA
2206,1.0126768460286633,High,0.04411289627324381,377.2371507439804,6.5647955,NA,NA
2031,1.009001779178629,Low,-0.043952807846823705,411.1722454584858,5.998214,NA,NA
2368,1.0006733312545402,Low,-0.043590014957035406,311.2569893636178,6.7743616,NA,NA
